,title,engine_fuel,engine_volume,transmition,drive_unit,region,link,price_uan,price_usd
60,Audi Q7 2021  S-Line 50 TDI 3.0 Tiptronic (286 к.с) Quattro,Дизель,3.0 л,Автомат,Повний привід,Одеса,https://auto.ria.com/newauto/auto-audi-q7-1857468.html,2 720 000 грн,98453
61,Audi S6 2021  Basis 3.0 TDI Tiptronic (349 к.с) Quattro,Дизель,3.0 л,Тіптронік,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-s6-1861652.html,2 895 411 грн,104803
62,Audi Q5 2021  Basis 40 TDI S-tronic (204 к.с) Quattro,Дизель,2.0 л,Автомат,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-q5-1859594.html,2 020 350 грн,73129
63,Audi e-tron 2021  Advanced 95kWh (408 к.с) Quattro,Електро,Електро,Варіатор,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-e-tron-1838125.html,3 003 608 грн,108719
64,Audi A7 2021  S-Line Sportback 45 TFSI S-tronic (245 к.с) Quattro,Бензин,2.0 л,Автомат,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-a7-1860291.html,2 310 234 грн,83621
65,Audi SQ8 2021  Basis 4.0 TDI Tiptronic (435 к.с) Quattro,Дизель,4.0 л,Тіптронік,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-sq8-1861328.html,4 637 957 грн,167876
66,Audi Q8 2021  S-Line 50 TDI MHEV Tip-tronic (286 к.с) Quattro,Дизель,3.0 л,Тіптронік,Повний привід,Запоріжжя,https://auto.ria.com/newauto/auto-audi-q8-1861127.html,97 204 $,97204
67,Audi Q8 2021  S-Line 50 TDI MHEV Tip-tronic (286 к.с) Quattro,Дизель,3.0 л,Тіптронік,Повний привід,Запоріжжя,https://auto.ria.com/newauto/auto-audi-q8-1861131.html,2 784 952 грн,101444
68,Audi A8 2021   L 50 TDI Tip-tronic (286 к.с) Quattro,Дизель,3.0 л,Тіптронік,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-a8-1834106.html,3 003 642 грн,108720
69,Audi SQ7 2021  Basis 4.0 TDI Tip-tronic (435 к.с) Quattro,Дизель,4.0 л,Тіптронік,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-sq7-1819161.html,5 206 279 грн,188447
70,Audi Q5 2021  S-Line 40 TDI S-tronic (204 к.с) Quattro,Дизель,2.0 л,Автомат,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-q5-1860769.html,1 986 976 грн,71921
71,Audi RS7 2021  S-Line Sportback 4.0 TFSI S-tronic (600 л.c.) Quattro,Бензин,4.0 л,Тіптронік,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-rs7-1853949.html,5 673 512 грн,205359
72,Audi Q8 2021  S-Line 50 TDI MHEV Tip-tronic (286 к.с) Quattro,Дизель,3.0 л,Тіптронік,Повний привід,Дніпро (Дніпропетровськ),https://auto.ria.com/newauto/auto-audi-q8-1860561.html,2 723 287 грн,98268
73,Audi RS Q8 2021   4.0 TFSI S-tronic (600 л.c.) Quattro,Бензин,4.0 л,Автомат,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-rs-q8-1860414.html,4 996 391 грн,180850
74,Audi RS Q8 2021  Individual 4.0 TFSI S-tronic (600 л.c.) Quattro,Бензин,4.0 л,Автомат,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-rs-q8-1831393.html,4 839 167 грн,175159
75,Audi S8 2020  Basis 4.0 TFSI Tiptronic (571 л.c.) Quattro,Бензин,4.0 л,Тіптронік,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-s8-1832523.html,6 340 988 грн,229519
76,Audi RS Q8 2021   4.0 TFSI S-tronic (600 л.c.) Quattro,Бензин,4.0 л,Автомат,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-rs-q8-1833744.html,5 339 774 грн,193279
77,Audi SQ7 2021  Basis 4.0 TFSI Tip-tronic (507 к.с) Quattro,Бензин,4.0 л,Тіптронік,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-sq7-1833751.html,4 338 560 грн,157039
78,Audi Q8 2021  S-Line 50 TDI MHEV Tip-tronic (286 к.с) Quattro,Дизель,3.0 л,Тіптронік,Повний привід,Запоріжжя,https://auto.ria.com/newauto/auto-audi-q8-1861123.html,3 026 555 грн,110245
79,Audi RS7 2021  Plus 4.0 TFSI Tip-tronic (605 л.c.) Quattro Performance,Бензин,4.0 л,Тіптронік,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-rs7-1822063.html,5 339 774 грн,193279
80,Audi SQ8 2021  Basis 4.0 TDI Tiptronic (435 к.с) Quattro,Дизель,4.0 л,Тіптронік,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-sq8-1833736.html,4 820 645 грн,174488
81,Audi Q8 2021  Basis 50 TDI MHEV Tip-tronic (286 к.с) Quattro,Дизель,3.0 л,Тіптронік,Повний привід,Запоріжжя,https://auto.ria.com/newauto/auto-audi-q8-1861075.html,95 128 $,95128
82,Audi R8 2020  Basis 5.2i Performance S-tronic (610 к.с) Quattro,Бензин,5.2 л,Автомат,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-r8-1835912.html,7 842 809 грн,283879
83,Audi R8 2020  Basis 5.2i Performance S-tronic (610 к.с) Quattro,Бензин,5.2 л,Автомат,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-r8-1835913.html,8 677 154 грн,314079
84,Audi R8 2020  Basis 5.2i Performance S-tronic (610 к.с) Quattro,Бензин,5.2 л,Автомат,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-r8-1835914.html,8 343 416 грн,301999
85,Audi Q5 2021  Basis 40 TDI S-tronic (204 к.с) Quattro,Дизель,2.0 л,Автомат,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-q5-1858487.html,2 220 592 грн,80377
86,Audi S8 2020  Basis 4.0 TFSI Tiptronic (571 л.c.) Quattro,Бензин,4.0 л,Тіптронік,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-s8-1838895.html,6 174 119 грн,223479
87,Audi R8 2020  Basis 5.2i Performance S-tronic (610 к.с) Quattro,Бензин,5.2 л,Автомат,Повний привід,Київ,https://auto.ria.com/newauto/auto-audi-r8-1835908.html,8 009 678 грн,289919
88,Audi Q5 2020  Basis 40 TDI S-tronic (204 к.с) Quattro,Дизель,2.0 л,Автомат,Повний привід,Харків,https://auto.ria.com/newauto/auto-audi-q5-1858454.html,2 035 802 грн,73688
89,Audi Q8 2021  S-Line 50 TDI MHEV Tip-tronic (286 к.с) Quattro,Дизель,3.0 л,Тіптронік,Повний привід,Харків,https://auto.ria.com/newauto/auto-audi-q8-1856644.html,2 940 232 грн,106425
90,Audi RS Q8 2020   4.0 TFSI S-tronic (600 л.c.) Quattro,Бензин,4.0 л,Автомат,Повний привід,Одеса,https://auto.ria.com/newauto/auto-audi-rs-q8-1848561.html,5 172 939 грн,187240
